Team,Year,Sport,Gold,Silver,Bronze
Netherlands,1948,Cycling,0,1,0
Netherlands,1948,Hockey,0,0,12
Netherlands,1948,Sailing,0,0,1
Netherlands,1948,Swimming,1,0,5
Netherlands,1948,Water Polo,0,0,9
Netherlands,1948,Weightlifting,0,0,1
Netherlands,1952,Athletics,0,1,0
Netherlands,1952,Hockey,0,11,0
Netherlands,1952,Speed Skating,0,3,0
Netherlands,1952,Swimming,0,6,0
Netherlands,1960,Figure Skating,0,1,0
Netherlands,1960,Speed Skating,0,0,1
Netherlands,1960,Swimming,0,1,2
Netherlands,1964,Canoeing,0,2,0
Netherlands,1964,Cycling,4,0,4
Netherlands,1964,Figure Skating,1,0,0
Netherlands,1964,Judo,1,0,0
Netherlands,1964,Rowing,0,2,8
Netherlands,1964,Speed Skating,0,1,0
Netherlands,1964,Swimming,0,6,4
Netherlands,1968,Athletics,0,0,1
Netherlands,1968,Cycling,4,2,0
Netherlands,1968,Rowing,1,5,0
Netherlands,1968,Speed Skating,3,3,3
Netherlands,1968,Swimming,1,0,0
Netherlands,1972,Canoeing,0,1,0
Netherlands,1972,Cycling,1,0,0
Netherlands,1972,Judo,2,0,0
Netherlands,1972,Rowing,0,0,2
Netherlands,1972,Speed Skating,4,3,2
Netherlands,1976,Cycling,0,1,0
Netherlands,1976,Figure Skating,0,1,0
Netherlands,1976,Shooting,0,1,0
Netherlands,1976,Speed Skating,1,1,3
Netherlands,1976,Swimming,0,0,2
Netherlands,1976,Water Polo,0,0,10
Netherlands,1980,Athletics,0,1,0
Netherlands,1980,Judo,0,0,1
Netherlands,1980,Speed Skating,1,2,1
Netherlands,1980,Swimming,0,0,4
Netherlands,1984,Athletics,1,0,0
Netherlands,1984,Boxing,0,0,1
Netherlands,1984,Canoeing,0,0,1
Netherlands,1984,Hockey,16,0,0
Netherlands,1984,Rowing,0,2,9
Netherlands,1984,Sailing,1,0,0
Netherlands,1984,Swimming,2,5,3
Netherlands,1988,Boxing,0,0,1
Netherlands,1988,Canoeing,0,0,2
Netherlands,1988,Cycling,1,1,0
Netherlands,1988,Hockey,0,0,32
Netherlands,1988,Judo,0,0,1
Netherlands,1988,Rowing,2,0,0
Netherlands,1988,Speed Skating,3,2,2
Netherlands,1988,Swimming,0,5,0
Netherlands,1992,Athletics,1,0,0
Netherlands,1992,Boxing,0,1,1
Netherlands,1992,Cycling,0,2,2
Netherlands,1992,Equestrianism,4,5,0
Netherlands,1992,Judo,0,0,2
Netherlands,1992,Rowing,0,0,2
Netherlands,1992,Sailing,0,0,1
Netherlands,1992,Speed Skating,1,1,2
Netherlands,1992,Volleyball,0,12,0
Netherlands,1994,Speed Skating,0,1,3
Netherlands,1996,Cycling,1,1,1
Netherlands,1996,Equestrianism,0,5,1
Netherlands,1996,Hockey,16,0,16
Netherlands,1996,Judo,0,0,3
Netherlands,1996,Rowing,9,2,2
Netherlands,1996,Sailing,0,1,1
Netherlands,1996,Swimming,0,0,2
Netherlands,1996,Volleyball,12,0,0
Netherlands,1998,Speed Skating,5,4,2
Netherlands,2000,Archery,0,0,1
Netherlands,2000,Cycling,3,1,0
Netherlands,2000,Equestrianism,2,5,0
Netherlands,2000,Hockey,16,0,16
Netherlands,2000,Judo,1,0,0
Netherlands,2000,Rowing,0,15,0
Netherlands,2000,Sailing,0,1,0
Netherlands,2000,Swimming,5,5,6
Netherlands,2000,Tennis,0,2,0
Netherlands,2002,Speed Skating,3,5,0
Netherlands,2004,Badminton,0,1,0
Netherlands,2004,Cycling,1,1,2
Netherlands,2004,Equestrianism,1,0,0
Netherlands,2004,Hockey,0,32,0
Netherlands,2004,Judo,0,1,3
Netherlands,2004,Rowing,0,9,11
Netherlands,2004,Swimming,2,7,6
Netherlands,2006,Speed Skating,3,2,8
Netherlands,2008,Cycling,1,0,0
Netherlands,2008,Equestrianism,1,0,0
Netherlands,2008,Hockey,16,0,0
Netherlands,2008,Judo,0,1,4
Netherlands,2008,Rowing,2,9,0
Netherlands,2008,Sailing,0,5,0
Netherlands,2008,Swimming,7,0,0
Netherlands,2008,Water Polo,12,0,0
Netherlands,2010,Snowboarding,1,0,0
Netherlands,2010,Speed Skating,3,1,6
Netherlands,2012,Cycling,1,0,2
Netherlands,2012,Equestrianism,0,6,3
Netherlands,2012,Gymnastics,1,0,0
Netherlands,2012,Hockey,16,17,0
Netherlands,2012,Judo,0,0,2
Netherlands,2012,Rowing,0,0,9
Netherlands,2012,Sailing,1,1,2
Netherlands,2012,Swimming,2,5,1
Netherlands,2014,Short Track Speed Skating,0,0,1
Netherlands,2014,Speed Skating,13,7,8
Netherlands,2016,Athletics,0,1,0
Netherlands,2016,Boxing,0,1,0
Netherlands,2016,Cycling,2,3,1
Netherlands,2016,Gymnastics,1,0,0
Netherlands,2016,Hockey,0,16,0
Netherlands,2016,Judo,0,0,1
Netherlands,2016,Rowing,2,4,9
Netherlands,2016,Sailing,2,0,0
Netherlands,2016,Swimming,2,0,0
Netherlands Antilles,1988,Sailing,0,1,0
Netherlands-1,2016,Beach Volleyball,0,0,2
"New College, Oxford-2",1912,Rowing,0,9,0
New York Athletic Club,1904,Athletics,5,0,0
New York Athletic Club #1-1,1904,Swimming,4,0,0
New York Athletic Club-1,1904,Water Polo,7,0,0
"New York Turnverein, New York",1904,Gymnastics,0,6,0
New Zealand,1920,Rowing,0,0,1
New Zealand,1924,Athletics,0,0,1
New Zealand,1928,Boxing,1,0,0
New Zealand,1932,Rowing,0,2,0
New Zealand,1936,Athletics,1,0,0
New Zealand,1952,Athletics,1,0,1
New Zealand,1952,Swimming,0,0,1
New Zealand,1956,Athletics,1,0,0
New Zealand,1960,Athletics,2,0,1
New Zealand,1964,Athletics,2,0,2
New Zealand,1968,Athletics,0,0,1
New Zealand,1968,Rowing,5,0,0
New Zealand,1968,Shooting,0,0,1
New Zealand,1972,Athletics,0,0,1
New Zealand,1972,Rowing,9,4,0
New Zealand,1976,Athletics,1,1,0
New Zealand,1976,Hockey,14,0,0
New Zealand,1976,Rowing,0,0,9
New Zealand,1984,Boxing,0,1,0
New Zealand,1984,Canoeing,8,0,0
New Zealand,1984,Equestrianism,1,0,0
New Zealand,1984,Rowing,4,0,5
New Zealand,1984,Sailing,3,0,1
New Zealand,1988,Canoeing,2,2,1
New Zealand,1988,Equestrianism,1,0,4
New Zealand,1988,Rowing,0,0,8
New Zealand,1988,Sailing,1,2,1
New Zealand,1988,Swimming,0,0,2
New Zealand,1992,Alpine Skiing,0,1,0
New Zealand,1992,Athletics,0,0,1
New Zealand,1992,Boxing,0,0,1
New Zealand,1992,Cycling,0,0,1
New Zealand,1992,Equestrianism,0,4,1
New Zealand,1992,Sailing,1,4,1
New Zealand,1992,Swimming,0,1,0
New Zealand,1996,Equestrianism,1,1,4
New Zealand,1996,Sailing,0,1,0
New Zealand,1996,Swimming,2,0,0
New Zealand,2000,Equestrianism,0,0,1
New Zealand,2000,Rowing,1,0,0
New Zealand,2000,Sailing,0,0,2
New Zealand,2004,Canoeing,0,1,0
New Zealand,2004,Cycling,1,0,0
New Zealand,2004,Rowing,2,0,0
New Zealand,2004,Triathlon,1,1,0
New Zealand,2008,Athletics,1,1,0
New Zealand,2008,Cycling,0,1,5
New Zealand,2008,Rowing,2,0,3
New Zealand,2008,Sailing,1,0,0
New Zealand,2008,Triathlon,0,0,1
New Zealand,2012,Athletics,1,0,0
New Zealand,2012,Canoeing,1,0,0
New Zealand,2012,Cycling,0,1,6
New Zealand,2012,Equestrianism,0,0,5
New Zealand,2012,Rowing,5,0,4
New Zealand,2012,Sailing,2,2,0
New Zealand,2016,Athletics,0,1,3
New Zealand,2016,Canoeing,1,1,1
New Zealand,2016,Cycling,0,3,0
New Zealand,2016,Golf,0,1,0
New Zealand,2016,Rowing,3,2,0
New Zealand,2016,Rugby Sevens,0,12,0
New Zealand,2016,Sailing,2,4,1
New Zealand,2016,Shooting,0,1,0
Niger,1972,Boxing,0,0,1
Niger,2016,Taekwondo,0,1,0
Nigeria,1964,Boxing,0,0,1
Nigeria,1972,Boxing,0,0,1
Nigeria,1984,Athletics,0,0,4
Nigeria,1984,Boxing,0,1,0
Nigeria,1992,Athletics,0,5,4
Nigeria,1992,Boxing,0,2,0
Nigeria,1996,Athletics,1,4,2
Nigeria,1996,Boxing,0,0,1
Nigeria,1996,Football,16,0,0
Nigeria,2000,Athletics,6,1,0
Nigeria,2000,Weightlifting,0,1,0
Nigeria,2004,Athletics,0,0,8
Nigeria,2008,Athletics,0,0,6
Nigeria,2008,Football,0,16,0
Nigeria,2008,Taekwondo,0,0,1
Nigeria,2016,Football,0,0,18
Nina,1912,Sailing,0,7,0
Nina Claire-2,1900,Sailing,0,0,4
Nirefs,1960,Sailing,3,0,0
Norna,1928,Sailing,4,0,0
North Korea,1964,Speed Skating,0,1,0
North Korea,1972,Boxing,0,1,0
North Korea,1972,Judo,0,0,1
North Korea,1972,Shooting,1,0,0
North Korea,1972,Volleyball,0,0,11
North Korea,1972,Wrestling,0,0,1
North Korea,1976,Boxing,1,1,0
North Korea,1980,Boxing,0,0,1
North Korea,1980,Weightlifting,0,1,1
North Korea,1980,Wrestling,0,2,0
North Korea,1992,Boxing,1,0,1
North Korea,1992,Gymnastics,1,0,0
North Korea,1992,Short Track Speed Skating,0,0,1
North Korea,1992,Table Tennis,0,0,1
North Korea,1992,Weightlifting,0,0,1
North Korea,1992,Wrestling,2,0,1
North Korea,1996,Judo,1,0,0
North Korea,1996,Weightlifting,0,1,1
North Korea,1996,Wrestling,1,0,1
North Korea,2000,Boxing,0,0,1
North Korea,2000,Judo,0,0,1
North Korea,2000,Weightlifting,0,1,0
North Korea,2000,Wrestling,0,0,1
North Korea,2004,Boxing,0,1,0
North Korea,2004,Judo,0,1,0
North Korea,2004,Shooting,0,0,1
North Korea,2004,Table Tennis,0,1,0
North Korea,2004,Weightlifting,0,1,0
North Korea,2008,Gymnastics,1,0,0
North Korea,2008,Judo,0,1,2
North Korea,2008,Weightlifting,1,0,1
North Korea,2012,Judo,1,0,0
North Korea,2012,Weightlifting,3,0,1
North Korea,2012,Wrestling,0,0,1
North Korea,2016,Gymnastics,1,0,0
North Korea,2016,Shooting,0,0,1
North Korea,2016,Table Tennis,0,0,1
North Korea,2016,Weightlifting,1,3,0
North Korea-1,1992,Table Tennis,0,0,2
Norway,1900,Athletics,0,0,1
Norway,1900,Shooting,0,6,2
Norway,1904,Wrestling,2,0,0
Norway,1906,Gymnastics,20,0,0
Norway,1906,Shooting,0,5,0
Norway,1908,Athletics,0,1,2
Norway,1908,Gymnastics,0,30,0
Norway,1908,Shooting,7,0,1
Norway,1908,Wrestling,0,1,0
Norway,1912,Athletics,1,0,0
Norway,1912,Gymnastics,24,0,22
Norway,1912,Shooting,0,6,1
Norway,1912,Tennis,0,0,1
Norway,1920,Art Competitions,0,1,0
Norway,1920,Athletics,1,0,0
Norway,1920,Boxing,0,1,0
Norway,1920,Figure Skating,0,3,1
Norway,1920,Gymnastics,0,25,0
Norway,1920,Rowing,0,0,14
Norway,1920,Shooting,13,10,8
Norway,1920,Wrestling,0,0,1
Norway,1924,Athletics,0,0,1
Norway,1924,Boxing,1,0,1
Norway,1924,Cross Country Skiing,2,2,1
Norway,1924,Nordic Combined,1,1,1
Norway,1924,Sailing,0,1,0
Norway,1924,Shooting,5,4,1
Norway,1924,Ski Jumping,1,1,0
Norway,1924,Speed Skating,0,3,4
Norway,1928,Athletics,0,0,1
Norway,1928,Cross Country Skiing,1,1,1
Norway,1928,Equestrianism,0,3,0
Norway,1928,Figure Skating,1,0,0
Norway,1928,Nordic Combined,1,1,1
Norway,1928,Sailing,0,1,0
Norway,1928,Ski Jumping,1,1,0
Norway,1928,Speed Skating,2,1,3
Norway,1932,Cross Country Skiing,0,0,1
Norway,1932,Figure Skating,1,0,0
Norway,1932,Nordic Combined,1,1,1
Norway,1932,Ski Jumping,1,1,1
Norway,1932,Speed Skating,0,2,0
Norway,1936,Alpine Skiing,0,0,1
Norway,1936,Boxing,0,1,1
Norway,1936,Cross Country Skiing,0,5,0
Norway,1936,Figure Skating,1,0,0
Norway,1936,Football,0,0,14
Norway,1936,Nordic Combined,1,1,1
Norway,1936,Shooting,1,0,0
Norway,1936,Ski Jumping,1,0,1
Norway,1936,Speed Skating,4,2,0
Norway,1948,Athletics,0,1,0
Norway,1948,Canoeing,0,2,1
Norway,1948,Cross Country Skiing,0,0,4
Norway,1948,Rowing,0,0,9
Norway,1948,Shooting,0,0,1
Norway,1948,Ski Jumping,1,1,1
Norway,1948,Speed Skating,3,2,1
Norway,1948,Wrestling,0,1,0
Norway,1952,Alpine Skiing,1,1,1
Norway,1952,Cross Country Skiing,1,4,1
Norway,1952,Nordic Combined,1,0,1
Norway,1952,Shooting,2,0,0
Norway,1952,Ski Jumping,1,1,0
Norway,1952,Speed Skating,3,0,3
Norway,1956,Athletics,1,0,2
Norway,1956,Cross Country Skiing,1,0,0
Norway,1956,Nordic Combined,1,0,0
Norway,1956,Speed Skating,0,1,1
Norway,1960,Cross Country Skiing,1,4,0
Norway,1960,Nordic Combined,0,1,0
Norway,1960,Speed Skating,2,1,0
Norway,1964,Biathlon,0,0,1
Norway,1964,Cross Country Skiing,0,2,0
Norway,1964,Nordic Combined,1,0,0
Norway,1964,Ski Jumping,1,1,2
Norway,1964,Speed Skating,1,3,3
Norway,1968,Biathlon,1,4,0
Norway,1968,Canoeing,4,0,0
Norway,1968,Cross Country Skiing,9,2,1
Norway,1968,Sailing,0,2,0
Norway,1968,Ski Jumping,0,0,1
Norway,1968,Speed Skating,1,3,0
Norway,1972,Biathlon,1,0,0
Norway,1972,Canoeing,0,0,4
Norway,1972,Cross Country Skiing,1,6,5
Norway,1972,Cycling,1,0,0
Norway,1972,Rowing,0,2,0
Norway,1972,Speed Skating,0,2,2
Norway,1972,Weightlifting,1,0,0
Norway,1976,Cross Country Skiing,1,4,0
Norway,1976,Rowing,2,4,0
Norway,1976,Speed Skating,2,2,1
Norway,1980,Cross Country Skiing,0,3,5
Norway,1980,Speed Skating,1,2,4
Norway,1984,Athletics,0,1,0
Norway,1984,Biathlon,1,4,1
Norway,1984,Cross Country Skiing,4,1,2
Norway,1984,Cycling,0,0,1
Norway,1984,Nordic Combined,1,0,0
Norway,1984,Rowing,0,0,2
Norway,1984,Speed Skating,0,0,1
Norway,1988,Cross Country Skiing,0,5,1
Norway,1988,Handball,0,14,0
Norway,1988,Rowing,0,4,0
Norway,1988,Sailing,0,2,0
Norway,1988,Shooting,1,0,0
Norway,1988,Ski Jumping,0,1,4
Norway,1988,Wrestling,1,0,0
Norway,1992,Alpine Skiing,2,0,2
Norway,1992,Canoeing,0,1,1
Norway,1992,Cross Country Skiing,5,5,1
Norway,1992,Freestyle Skiing,0,0,1
Norway,1992,Handball,0,14,0
Norway,1992,Nordic Combined,0,3,0
Norway,1992,Rowing,0,4,0
Norway,1992,Sailing,1,0,0
Norway,1992,Shooting,0,1,0
Norway,1992,Speed Skating,2,2,1
Norway,1992,Wrestling,1,0,0
Norway,1994,Alpine Skiing,1,2,2
Norway,1994,Cross Country Skiing,1,8,1
Norway,1994,Freestyle Skiing,1,0,1
Norway,1994,Nordic Combined,1,3,1
Norway,1994,Ski Jumping,1,2,0
Norway,1994,Speed Skating,3,2,0
Norway,1996,Athletics,1,0,1
Norway,1996,Canoeing,1,1,0
Norway,1996,Football,0,0,16
Norway,1996,Rowing,0,2,0
Norway,1996,Sailing,0,0,1
Norway,1998,Alpine Skiing,1,3,0
Norway,1998,Biathlon,2,5,4
Norway,1998,Cross Country Skiing,4,5,2
Norway,1998,Curling,0,0,5
Norway,1998,Freestyle Skiing,0,0,1
Norway,1998,Nordic Combined,5,0,0
Norway,1998,Snowboarding,0,2,0
Norway,1998,Speed Skating,1,0,0
Norway,2000,Athletics,1,1,0
Norway,2000,Canoeing,2,0,0
Norway,2000,Football,17,0,0
Norway,2000,Handball,0,0,15
Norway,2000,Rowing,0,2,0
Norway,2000,Sailing,0,0,3
Norway,2000,Shooting,0,0,1
Norway,2000,Taekwondo,0,1,0
Norway,2002,Alpine Skiing,2,1,1
Norway,2002,Biathlon,7,5,0
Norway,2002,Cross Country Skiing,8,5,4
Norway,2002,Curling,5,0,0
Norway,2002,Freestyle Skiing,1,0,0
Norway,2002,Speed Skating,0,0,2
Norway,2004,Athletics,1,0,0
Norway,2004,Canoeing,1,0,2
Norway,2004,Cycling,1,0,0
Norway,2004,Rowing,1,0,0
Norway,2004,Sailing,1,0,0
Norway,2006,Alpine Skiing,1,0,0
Norway,2006,Biathlon,0,3,3
Norway,2006,Cross Country Skiing,0,4,1
Norway,2006,Freestyle Skiing,0,1,0
Norway,2006,Nordic Combined,0,1,1
Norway,2006,Ski Jumping,1,0,6
Norway,2006,Snowboarding,0,0,1
Norway,2008,Athletics,1,1,0
Norway,2008,Canoeing,0,1,0
Norway,2008,Handball,14,0,0
Norway,2008,Rowing,1,0,0
Norway,2008,Shooting,0,1,0
Norway,2008,Swimming,0,1,1
Norway,2008,Taekwondo,0,1,0
Norway,2010,Alpine Skiing,1,2,1
Norway,2010,Biathlon,6,2,0
Norway,2010,Cross Country Skiing,9,5,2
Norway,2010,Curling,0,4,0
Norway,2010,Freestyle Skiing,0,1,1
Norway,2010,Ski Jumping,0,0,4
Norway,2010,Speed Skating,0,0,1
Norway,2012,Canoeing,1,0,0
Norway,2012,Cycling,0,0,1
Norway,2012,Fencing,0,1,0
Norway,2012,Handball,14,0,0
Norway,2014,Alpine Skiing,1,0,2
Norway,2014,Biathlon,6,1,5
Norway,2014,Cross Country Skiing,6,2,4
Norway,2014,Nordic Combined,5,1,1
Norway,2014,Ski Jumping,0,0,1
Norway,2014,Snowboarding,0,1,0
Norway,2016,Handball,0,0,14
Norway,2016,Rowing,0,0,4
Norway,2016,Wrestling,0,0,1
Nrnberg,1936,Sailing,1,0,0
Nurdug II,1912,Sailing,0,3,0
Nykjbings paa Falster,1912,Rowing,5,0,0
Olle,1900,Sailing,6,0,0
Omas Helliniki P. S.,1906,Tug-Of-War,0,8,0
Oranje,1920,Sailing,3,0,0
Ormsund Roklub-2,1912,Rowing,0,0,5
"Osborne Swimming Club, Manchester",1900,Water Polo,7,0,0
Pakistan,1956,Hockey,0,14,0
Pakistan,1960,Hockey,13,0,0
Pakistan,1960,Wrestling,0,0,1
Pakistan,1964,Hockey,0,16,0
Pakistan,1968,Hockey,13,0,0
Pakistan,1972,Hockey,0,15,0
Pakistan,1976,Hockey,0,0,16
Pakistan,1984,Hockey,16,0,0
Pakistan,1988,Boxing,0,0,1
Pakistan,1992,Hockey,0,0,16
Pan,1948,Sailing,3,0,0
Pan,1952,Sailing,3,0,0
Panama,1948,Athletics,0,0,2
Panama,2008,Athletics,1,0,0
Pandora,1964,Sailing,2,0,0
Paraguay,2004,Football,0,17,0
Peru,1948,Shooting,1,0,0
Peru,1984,Shooting,0,1,0
Peru,1988,Volleyball,0,12,0
Peru,1992,Shooting,0,1,0
"Phalainis ton Thorichtou ""Hydra""-2",1906,Rowing,0,17,7
"Philadelphia Turngemeinde, Philadelphia",1904,Gymnastics,6,0,0
Philippines,1928,Swimming,0,0,1
Philippines,1932,Athletics,0,0,1
Philippines,1932,Boxing,0,0,1
Philippines,1932,Swimming,0,0,1
Philippines,1936,Athletics,0,0,1
Philippines,1964,Boxing,0,1,0
Philippines,1988,Boxing,0,0,1
Philippines,1992,Boxing,0,0,1
Philippines,1996,Boxing,0,1,0
Philippines,2016,Weightlifting,0,1,0
Pistoja/Firenze,1906,Gymnastics,0,0,9
Poland,1924,Cycling,0,4,0
Poland,1924,Equestrianism,0,0,1
Poland,1928,Art Competitions,1,0,1
Poland,1928,Athletics,1,0,0
Poland,1928,Equestrianism,0,3,3
Poland,1928,Fencing,0,0,6
Poland,1928,Rowing,0,0,5
Poland,1932,Art Competitions,1,1,0
Poland,1932,Athletics,2,0,1
Poland,1932,Fencing,0,0,6
Poland,1932,Rowing,0,3,7
Poland,1936,Art Competitions,0,1,2
Poland,1936,Athletics,0,2,1
Poland,1936,Equestrianism,0,3,0
Poland,1936,Rowing,0,0,2
Poland,1936,Shooting,0,0,1
Poland,1948,Art Competitions,1,0,0
Poland,1948,Boxing,0,0,1
Poland,1952,Boxing,1,1,0
Poland,1952,Gymnastics,0,1,0
Poland,1952,Rowing,0,0,1
Poland,1956,Athletics,1,1,0
Poland,1956,Boxing,0,0,2
Poland,1956,Fencing,0,7,0
Poland,1956,Gymnastics,0,0,6
Poland,1956,Nordic Combined,0,0,1
Poland,1956,Shooting,0,1,0
Poland,1956,Weightlifting,0,0,1
Poland,1960,Athletics,2,2,6
Poland,1960,Boxing,1,3,3
Poland,1960,Canoeing,0,0,3
Poland,1960,Fencing,0,6,0
Poland,1960,Rowing,0,0,1
Poland,1960,Speed Skating,0,1,1
Poland,1960,Weightlifting,1,0,1
Poland,1960,Wrestling,0,0,1
Poland,1964,Athletics,5,7,2
Poland,1964,Boxing,3,1,3
Poland,1964,Fencing,1,5,5
Poland,1964,Volleyball,0,0,10
Poland,1964,Weightlifting,1,0,3
Poland,1968,Athletics,1,0,1
Poland,1968,Boxing,1,2,2
Poland,1968,Cycling,0,0,1
Poland,1968,Fencing,1,0,10
Poland,1968,Shooting,1,0,0
Poland,1968,Volleyball,0,0,12
Poland,1968,Weightlifting,1,0,4
Poland,1972,Archery,0,1,0
Poland,1972,Athletics,1,0,2
Poland,1972,Boxing,1,1,2
Poland,1972,Canoeing,0,0,2
Poland,1972,Cycling,0,4,2
Poland,1972,Fencing,6,0,0
Poland,1972,Football,17,0,0
Poland,1972,Judo,0,1,0
Poland,1972,Shooting,1,0,0
Poland,1972,Ski Jumping,1,0,0
Poland,1972,Weightlifting,1,1,1
Poland,1972,Wrestling,0,0,2
Poland,1976,Athletics,3,5,0
Poland,1976,Boxing,1,0,4
Poland,1976,Canoeing,0,2,0
Poland,1976,Cycling,0,4,1
Poland,1976,Football,0,17,0
Poland,1976,Handball,0,0,14
Poland,1976,Judo,0,0,1
Poland,1976,Modern Pentathlon,1,0,0
Poland,1976,Shooting,0,0,2
Poland,1976,Volleyball,12,0,0
Poland,1976,Weightlifting,0,1,2
Poland,1976,Wrestling,1,0,2
Poland,1980,Athletics,2,7,1
Poland,1980,Boxing,0,1,4
Poland,1980,Cycling,0,1,0
Poland,1980,Equestrianism,1,4,0
Poland,1980,Fencing,0,5,5
Poland,1980,Judo,0,0,1
Poland,1980,Rowing,0,2,5
Poland,1980,Swimming,0,0,1
Poland,1980,Weightlifting,0,0,3
Poland,1980,Wrestling,0,5,2
Poland,1988,Boxing,0,0,4
Poland,1988,Canoeing,0,2,3
Poland,1988,Cycling,0,4,0
Poland,1988,Fencing,0,1,0
Poland,1988,Judo,1,1,0
Poland,1988,Swimming,0,0,1
Poland,1988,Weightlifting,0,0,1
Poland,1988,Wrestling,1,1,1
Poland,1992,Athletics,0,0,1
Poland,1992,Boxing,0,0,1
Poland,1992,Canoeing,0,2,3
Poland,1992,Fencing,0,0,5
Poland,1992,Football,0,16,0
Poland,1992,Judo,1,0,0
Poland,1992,Modern Pentathlon,4,0,0
Poland,1992,Rowing,0,0,6
Poland,1992,Shooting,0,0,1
Poland,1992,Swimming,0,1,0
Poland,1992,Weightlifting,0,1,2
Poland,1992,Wrestling,0,2,0
Poland,1996,Archery,0,0,3
Poland,1996,Athletics,1,1,0
Poland,1996,Canoeing,0,0,1
Poland,1996,Fencing,0,4,0
Poland,1996,Judo,1,1,0
Poland,1996,Sailing,1,0,0
Poland,1996,Shooting,1,1,1
Poland,1996,Weightlifting,0,0,1
Poland,1996,Wrestling,3,1,1
Poland,2000,Athletics,4,0,0
Poland,2000,Canoeing,0,2,6
Poland,2000,Fencing,0,4,0
Poland,2000,Gymnastics,0,0,1
Poland,2000,Rowing,2,0,0
Poland,2000,Shooting,1,0,0
Poland,2000,Weightlifting,0,2,0
Poland,2002,Ski Jumping,0,1,1
Poland,2004,Athletics,1,0,1
Poland,2004,Canoeing,0,0,2
Poland,2004,Fencing,0,0,1
Poland,2004,Rowing,2,0,0
Poland,2004,Sailing,0,0,1
Poland,2004,Swimming,1,2,0
Poland,2004,Weightlifting,0,0,1
Poland,2006,Biathlon,0,1,0
Poland,2006,Cross Country Skiing,0,0,1
Poland,2008,Athletics,1,1,0
Poland,2008,Canoeing,0,2,0
Poland,2008,Cycling,0,1,0
Poland,2008,Fencing,0,4,0
Poland,2008,Gymnastics,1,0,0
Poland,2008,Rowing,4,4,0
Poland,2008,Weightlifting,0,1,0
Poland,2008,Wrestling,0,0,1
Poland,2010,Cross Country Skiing,1,1,1
Poland,2010,Ski Jumping,0,2,0
Poland,2010,Speed Skating,0,0,3
Poland,2012,Athletics,1,1,0
Poland,2012,Canoeing,0,0,2
Poland,2012,Rowing,0,0,2
Poland,2012,Sailing,0,0,2
Poland,2012,Shooting,0,1,0
Poland,2012,Weightlifting,1,0,1
Poland,2012,Wrestling,0,0,1
Poland,2014,Cross Country Skiing,1,0,0
Poland,2014,Ski Jumping,2,0,0
Poland,2014,Speed Skating,1,4,3
Poland,2016,Athletics,1,1,1
Poland,2016,Canoeing,0,1,2
Poland,2016,Cycling,0,1,1
Poland,2016,Modern Pentathlon,0,0,1
Poland,2016,Rowing,2,0,4
Poland,2016,Wrestling,0,0,1
Poland-1,2000,Canoeing,0,2,0
Polyteknisk Roklub-1,1912,Rowing,0,0,5
Portugal,1924,Equestrianism,0,0,4
Portugal,1928,Fencing,0,0,6
Portugal,1936,Equestrianism,0,0,3
Portugal,1948,Equestrianism,0,0,3
Portugal,1976,Athletics,0,1,0
Portugal,1976,Shooting,0,1,0
Portugal,1984,Athletics,1,0,2
Portugal,1988,Athletics,1,0,0
Portugal,1996,Athletics,1,0,0
Portugal,1996,Sailing,0,0,2
Portugal,2000,Athletics,0,0,1
Portugal,2000,Judo,0,0,1
Portugal,2004,Athletics,0,1,1
Portugal,2004,Cycling,0,1,0
Portugal,2008,Athletics,1,0,0
Portugal,2008,Triathlon,0,1,0
Portugal,2012,Canoeing,0,2,0
Portugal,2016,Judo,0,0,1
Potomac Archers,1904,Archery,4,0,0
Potsdam,1936,Sailing,0,0,1
Puerto Rico,1948,Boxing,0,0,1
Puerto Rico,1976,Boxing,0,0,1
Puerto Rico,1984,Boxing,0,1,1
Puerto Rico,1992,Boxing,0,0,1
Puerto Rico,1996,Boxing,0,0,1
Puerto Rico,2012,Athletics,0,0,1
Puerto Rico,2012,Wrestling,0,1,0
Puerto Rico,2016,Tennis,1,0,0
Pupilles de Neptune de Lille #2-1,1900,Water Polo,0,0,8
Pupilles de Neptune de Lille-1,1900,Swimming,0,0,4
Qatar,1992,Athletics,0,0,1
Qatar,2000,Weightlifting,0,0,1
Qatar,2012,Athletics,0,0,1
Qatar,2012,Shooting,0,0,1
Qatar,2016,Athletics,0,1,0
Quand-Mme-2,1900,Sailing,0,9,0
Racing Club de France,1900,Athletics,0,5,0
Racing Club de France,1900,Tug-Of-War,0,6,0
Ralia,1952,Sailing,0,0,5
Ravenswood Boat Club-2,1904,Rowing,0,2,0
Roddklubben af 1912-1,1912,Rowing,0,5,0
Roehampton-1,1908,Polo,4,0,0
Romania,1924,Rugby,0,0,16
Romania,1936,Equestrianism,0,1,0
Romania,1952,Boxing,0,1,1
Romania,1952,Shooting,1,0,1
Romania,1956,Boxing,1,2,1
Romania,1956,Canoeing,4,0,0
Romania,1956,Fencing,0,1,0
Romania,1956,Gymnastics,0,0,7
Romania,1956,Shooting,1,0,1
Romania,1956,Wrestling,0,0,1
Romania,1960,Athletics,1,0,1
Romania,1960,Boxing,0,0,1
Romania,1960,Canoeing,0,0,1
Romania,1960,Fencing,0,0,1
Romania,1960,Gymnastics,0,0,6
